Border Control,边境管控
Timely Public Release,适时公布
Medium,培养基
Parasite,寄生虫
e3 Feedback Implants,e3反馈式植入体
Cache,贮藏区
Indexing,索引化
Cerberus "Lady" H1,三头犬“淑女”H1
Lucky Find,幸运发现
Prepaid VoicePAD,预付费通话平板
NEXT Bronze,次级青铜
NEXT Silver,次级白银
Hostile Infrastructure,敌意架构
Turtlebacks,龟甲
Sweeps Week,收视黄金周
SanSan City Grid,圣加州城际网阵
Executive Boot Camp,主管训练营
Scorched Earth,焦土政策
Excalibur,王者之剑
Subliminal Messaging,潜意识信号
René "Loup" Arcemont: Party Animal,勒内·“野狼”·阿斯蒙特：派对野兽
Wildcat Strike,野猫罢工
Carnivore,肉食动物
Botulus,肉毒杆菌
Buzzsaw,电锯
Cleaver,剁肉刀
Fermenter,发酵罐
Leech,水蛭
Cookbook,食谱
Zahya Sadeghi: Versatile Smuggler,扎赫亚·萨迪吉：多才多艺的走私者
Mutual Favor,互惠互利
Tread Lightly,蹑手蹑脚
Docklands Pass,码头区通行证
Pennyshaver,便士刮刀
Carmen,卡门
Marjanah,玛雅娜
Tranquilizer,镇静剂
Red Team,假想敌
Tāo Salonga: Telepresence Magician,涛·萨隆加：网真魔术师
Creative Commission,创作委托
VRcation,虚幻假日
DZMZ Optimizer,DZMZ优化器
Pantograph,缩放仪
Conduit,灵媒
Echelon,梯队
Unity,团结
Telework Contract,远程工作合约
Jailbreak,越狱
Overclock,超频
Sure Gamble,胜券在握
T400 Memory Diamond,T400记忆钻石
Mayfly,蜉蝣
Smartware Distributor,智能装置经销商
Verbal Plasticity,口才再塑
Haas-Bioroid: Precision Design,哈斯生化：精密设计
Luminal Transubstantiation,光脑体变
Nico Campaign,尼可营销计划
Ansel 1.0,安塞尔1.0
Brân 1.0,布兰1.0
Seamless Launch,无瑕发布会
Sprint,疾跑
Manegarm Skunkworks,逐月狼秘密开发部
Jinteki: Restoring Humanity,人间会社：修复人性
Longevity Serum,长生精华液
Urtica Cipher,荨麻暗码
Diviner,卜卦者
Karunā,慈悲
Hansei Review,自我反省
Neurospike,神经突刺
Anoetic Void,无明虚空
NBN: Reality Plus,网际传媒：身临其境
Tomorrowʼs Headline,明日头条
Spin Doctor,舆论操盘手
Funhouse,欢乐屋
Ping,PING
Predictive Planogram,消费预测智慧商城
Public Trail,公开足迹
AMAZE Amusements,惊奇迷乐园
Weyland Consortium: Built to Last,威兰财团：建造不朽
Above the Law,凌驾法律
Clearinghouse,清算所
Ballista,弩炮
Pharos,大灯塔
Government Subsidy,政府补贴
Retribution,打击报复
Malapert Data Vault,马拉柏特数据密库
Offworld Office,地外办公室
Orbital Superiority,轨道压制
Send a Message,以儆效尤
Superconducting Hub,超导枢纽
Regolith Mining License,表岩屑开采许可
Palisade,围栏
Tithe,什一税
Whitespace,空白
Hedge Fund,对冲基金
The Catalyst: Convention Breaker,触媒：特立独行
The Syndicate: Profit over Principle,商盟：利益高于原则
Quetzal: Free Spirit,绿咬鹃：不羁灵魂
Reina Roja: Freedom Fighter,雷娜·罗娅：自由战士
En Passant,吃过路兵
Retrieval Run,检索式潜袭
Clot,血块
Corroder,腐蚀者
Imp,小恶魔
Mimic,变脸者
Ice Carver,凿墙者
Liberated Account,盗用账户
Scrubber,清洗者
Xanadu,上都
Ken "Express" Tenma: Disappeared Clone,肯·“快车”·天马：失踪的克隆体
Steve Cambridge: Master Grifter,史蒂夫·坎布里奇：骗术大师
Career Fair,招聘会
Emergency Shutdown,紧急关机
Forged Activation Orders,伪造激活指令
Inside Job,内线操作
Legwork,外勤
Networking,社交
Abagnale,阿巴内尔
Femme Fatale,蛇蝎美人
Sneakdoor Beta,测试暗门
Security Testing,安全测试
Ayla "Bios" Rahim: Simulant Specialist,艾拉·“生命”·拉辛：拟态专家
Rielle "Kit" Peddler: Transhuman,芮尔·“姬特”·佩德拉：超凡入圣
Diesel,迪燃
Test Run,测试运行
The Maker's Eye,造物者之眼
Atman,梵灵
Chameleon,变色龙
Egret,白鹭
Gordian Blade,戈尔迪之刃
Paricia,帕瑞西亚
Aesop's Pawnshop,伊索的典当铺
Professional Contacts,专家联系人
Dirty Laundry,肮脏内幕
Prepaid VoicePAD,预付费通话平板
Earthrise Hotel,地出酒店
Haas-Bioroid: Architects of Tomorrow,哈斯生化：未来的设计师
Project Vitruvius,维特鲁威计划
Marilyn Campaign,玛丽莲营销计划
Eli 1.0,伊莱1.0
Magnet,磁铁
Ravana 1.0,罗波那1.0
Rototurret,旋转炮塔
Archived Memories,归档的记忆
Biotic Labor,生化人劳工
Corporate Troubleshooter,团队清道夫
Jinteki: Personal Evolution,人间会社：自我进化
House of Knives,利刃屋
Nisei MK II,次代II型
Ronin,浪人
Snare!,圈套！
Lotus Field,莲花田
Swordsman,剑客
Celebrity Gift,名流的馈赠
Trick of Light,光影诡计
Hokusai Grid,北斋网阵
Near-Earth Hub: Broadcast Center,近地枢纽：广播中心
License Acquisition,获取许可
Project Beale,比勒计划
Daily Business Show,每日商业秀
Reversed Accounts,撤销账户
Pop-up Window,弹出窗口
Tollbooth,收费站
Wraparound,环绕筒
Psychographics,心理统计分析
SanSan City Grid,圣加州城际网阵
Weyland Consortium: Building a Better World,威兰财团：创造美好世界
Hostile Takeover,恶意收购
Oaktown Renovation,革新奥克敦
Project Atlas,阿特拉斯计划
Corporate Town,公司城
Archer,射手
Hortum,悬苑
Ice Wall,冰墙
Punitive Counterstrike,强硬反击
Crisium Grid,危海网阵
PAD Campaign,掌上营销计划
Enigma,谜团
Subliminal Messaging,潜意识信号
Light the Fire!,点燃星火！
Revolver,左轮手枪
Deep Dive,深潜
Hákarl 1.0,生化鲨1.0
Anemone,海葵
Vladisibirsk City Grid,符拉迪西比尔斯克城际网阵
Azef Protocol,阿泽夫协议
Esâ Afontov: Eco-Insurrectionist,艾萨·阿方托夫：生态起义者
Chastushka,恰斯图什卡
Running Hot,过热运行
Steelskin Scarring,钢肤疤痕
Ghosttongue,幽灵之舌
Marrow,骨髓
Begemot,别格莫特
Avgustina Ivanovskaya,奥古斯蒂娜·伊万诺夫斯卡娅
Light the Fire!,点燃星火！
The Twinning,孪晶
Nyusha "Sable" Sintashta: Symphonic Prodigy,纽纱·“黑貂”·辛塔什塔：交响奇才
Carpe Diem,时不再来
Pinhole Threading,穿针引线
PAN-Weave,个域网编织
Virtuoso,演奏大师
Cat's Cradle,翻花绳
Cezve,土耳其咖啡壶
Revolver,左轮手枪
Backstitching,回针绣
No Free Lunch,没有免费午餐定理
Captain Padma Isbister: Intrepid Explorer,帕德玛·伊斯比斯特船长：无畏探索者
Deep Dive,深潜
Into the Depths,深海探险
Rigging Up,设备装配
Endurance,坚忍号
Hyperbaric,高压舱
Propeller,螺旋桨
"Daeg, First Net-Cat",网域猫首领戴格
Environmental Testing,环境测试
Stoneship Chart Room,石船海图室
Élivágar Bifurcation,埃利伐加尔分岔
Midnight-3 Arcology,午夜-3型生态屋
Refuge Campaign,庇护所营销计划
Trieste Model Bioroids,的里雅斯特型生化人
Echo,回声
Hákarl 1.0,生化鲨1.0
Wave,波动
Big Deal,大手笔
Blood in the Water,血诱
Regenesis,二度起源
Bladderwort,狸藻
Moon Pool,月池
Anemone,海葵
Bathynomus,大王具足虫
Ivik,盲鳗
Mitosis,有丝分裂
Mavirus,噬病毒体
Pravdivost Consulting: Political Solutions,真理咨询：政治解决方案
Artificial Cryptocrash,币圈洗盘
Chekist Scion,契卡子弟
Drago Ivanov,德拉戈·伊万诺夫
Ubiquitous Vig,无处不在的抽头
Mestnichestvo,门第选官制
Vasilisa,瓦西丽莎
Backroom Machinations,密室阴谋
Vladisibirsk City Grid,符拉迪西比尔斯克城际网阵
Ob Superheavy Logistics: Extract. Export. Excel.,鄂毕超重型物流：采出 运出 杰出
Azef Protocol,阿泽夫协议
Svyatogor Excavator,斯维亚托戈尔号挖掘机
Envelopment,包围
Maskirovka,伪装
Stavka,最高统帅部
Extract,开采
Mutually Assured Destruction,共同毁灭原则
Trust Operation,托拉斯行动
Finality,终局
Katorga Breakout,卡托加脱逃
Raindrops Cut Stone,滴水穿石
Time Bomb,定时炸弹
Abaasy,阿巴契
Hush,消音
Nga,地神恩嘎
Num,天神努姆
Tsakhia "Bankhar" Gantulga,查希亚·“蒙獒”·钢图拉嘎
Concerto,协奏曲
Reprise,再现部
Poison Vial,毒药瓶
WAKE Implant v2A-JRJ,尾迹植入体v2A-JRJ
Zenit Chip JZ-2MJ,天顶芯片JZ-2MJ
Tremolo,震音
Tunnel Vision,隧道视觉
Asmund Pudlat,阿斯蒙德·普德拉特
Info Bounty,信息赏金
Spark of Inspiration,灵感的火花
Hippocampic Mechanocytes,海马体机械细胞
Basilar Synthgland 2KVJ,基底动脉合成腺体2KVJ
Flux Capacitor,通量电容器
Nanuq,北极熊
Orca,逆戟鲸
K2CP Turbine,K2CP涡轮机
World Tree,世界树
Dr. Nuka Vrolyck,努卡·弗罗丽克博士
Nova Initiumia: Catalyst & Impetus,复始：触媒 & 促力
Matryoshka,套娃
Thule Subsea: Safety Below,图勒海底城：水下安全区
Ontological Dependence,本体依赖性
Nightmare Archive,噩梦档案室
Bloop,海洋怪声
Pulse,脉动
Distributed Tracing,分布式追踪
Hypoxia,缺氧
Djupstad Grid,久普斯塔德网阵
Mr. Hendrik,亨德里克先生
Issuaq Adaptics: Sustaining Diversity,伊雪克适应体：维持多样性
Hybrid Release,杂交人投放
Dr. Vientiane Keeling,万象·基林博士
Reaper Function,死神函数
Hafrún,明蛤
Vampyronassa,陷阱幽灵蛸
Simulation Reset,重启模拟器
Nanisivik Grid,纳尼西维克网阵
Freedom of Information,信息自由
Post-Truth Dividend,后真相分红
Gaslight,煤气灯下
Vera Ivanovna Shuyskaya,维拉·伊万诺芙娜·舒伊斯卡娅
Klevetnik,诽谤者
Unsmiling Tsarevna,不会笑的查瑞芙娜
Nonequivalent Exchange,非等价交换
Shipment from Vladisibirsk,符拉迪西比尔斯克的货物
Regulatory Capture,监管俘获
Kimberlite Field,金伯利岩矿场
Hostile Architecture,不友好建筑
Superdeep Borehole,超深钻井
Anvil,铁砧
End of the Line,穷途末路
Yakov Erikovich Avdakov,雅科夫·埃里科维奇·阿夫达科夫
ZATO City Grid,保密行政区网阵
Ampère: Cybernetics For Anyone,安培：全民的义体
Strike Fund,罢工基金
The Price,代价
Solidarity Badge,团结徽章
Audrey v2,“吸血花”奥黛丽v2
Banner,旗帜
Monkeywrench,活动扳手
Eru Ayase-Pessoa,爱瑠·绫濑·佩索阿
Hannah "Wheels" Pilintra,汉娜·“驭手”·皮林特拉
Lago Paranoá Shelter,帕拉诺阿湖动物收容所
Mercury: Chrome Libertador,墨丘利：铬金解放者
Chrysopoeian Skimming,碎屑炼金
S-Dobrado,S型猴翻
Capybara,水豚
Hermes,赫耳墨斯
Curupira,库鲁皮拉
Laser Pointer,激光笔
Saci,纵纹鹃
Shibboleth,示播列
Debbie "Downtown" Moreira,黛比·“闹市”·莫雷拉
Arissana Rocha Nahu: Street Artist,阿里萨娜·罗查·纳胡：街头艺术家
Joy Ride,兜风
AirbladeX (JSRF Ed.),天空之刃X（街头涂鸦未来版）
LilyPAD,莲叶平板
Living Mural,活壁画
Pichação,极限涂鸦
Slap Vandal,贴纸拍击者
Umbrella,伞
Beatriz Friere Gonzalez,碧翠丝·弗里尔·冈萨雷斯
Urban Art Vernissage,城市艺术预展日
Bahia Bands,巴伊亚手环
Salvo Testing,火力网试验
Stegodon MK IV,剑齿象IV型
Wage Workers,受雇工人
Ablative Barrier,烧蚀屏障
Jaguarundi,细腰猫
M.I.C.,军工复合体
Greasing the Palm,隐蔽行贿
Vovô Ozetti,奥泽提爷爷
A Teia: IP Recovery,密网：知识产权回收
Fujii Asset Retrieval,藤井资产回收
Front Company,门面公司
Attini,切叶蚁
Phoneutria,游走蛛
Tatu-Bola,三带犰狳
Mindscaping,心灵重塑
Adrian Seis,阿德里安·赛斯
Daniela Jorge Inácio,丹妮艾拉·乔希·伊纳西奥
Epiphany Analytica: Nations Undivided,超觉分析：消除国界
Oracle Thinktank,神谕智库
Balanced Coverage,均衡播报
Behold!,看啊!
Federal Fundraising,联邦筹资宴
Starlit Knight,星夜骑士
Virtual Service Agent,虚拟服务代理
Oppo Research,竞对调研
Your Digital Life,你的数字生活
Slash and Burn Agriculture,刀耕火种
Cybersand Harvester,赛博砂采集者
Tree Line,林木线
Valentão,霸凌者
Armed Asset Protection,武装资产保护
Pivot,转变策略
Angelique Garza Correa,安吉丽克·加尔萨·科雷亚
Tucana,巨嘴鸟
B-1001,B-1001
Sebastião Souza Pessoa: Activist Organizer,塞巴斯蒂昂·索萨·佩索阿：激进分子组织者
Eye for an Eye,以眼还眼
Privileged Access,特权访问
Amanuensis,誊写员
The Wizard's Chest,巫师宝匣
Boi-tatá,波伊塔塔
Heliamphora,太阳瓶子草
Arruaceiras Crew,暴力团伙
Friend of a Friend,朋友的朋友
Manuel Lattes de Moura,曼纽尔·拿铁·德莫拉
Meeting of Minds,共识
Window of Opportunity,投机窗口
Alarm Clock,闹钟
Jeitinho,铤而走险
Cupellation,灰吹精炼
Malandragem,街头智慧
Physarum Entangler,纠缠绒泡菌
Amelia Earhart,爱蜜莉亚·埃尔哈特
Juli Moreira Lee,朱莉·莫雷拉·李
Burner,大涂鸦
Spree,狂欢
Trick Shot,特技球
Cataloguer,编目器
Coalescence,凝露
Lobisomem,狼人
Muse,缪斯
Pressure Spike,压力峰值
"""Pretty"" Mary da Silva",“小美”·玛丽·达席尔瓦
Ashen Epilogue,灰白终章
Valentina Ferreira Carvalho,瓦伦蒂娜·费雷拉·卡瓦略
Thunderbolt Armaments: Peace Through Power,雷霆军工厂：以武止戈
Lightning Laboratory,闪电实验室
Warm Reception,热情接待
Working Prototype,原型机
Lycian Multi-Munition,利西亚复合军火
Sorocaban Blade,索罗卡巴利刃
Active Policing,实时监管
Corporate Hospitality,商务接待
Brasília Government Grid,巴西利亚政府网阵
See How They Run,观其逃路
Sisyphus Protocol,西西弗斯协议
Charlotte Caçador,夏洛特·卡萨多尔
Cohort Guidance Program,追随者指导项目
Boto,亚马逊河豚
Cloud Eater,食云者
Tributary,支流
Bring Them Home,带他们回家
Kingmaking,造王
Stoke the Embers,点燃余烬
Janaína "JK" Dumont Kindelán,贾娜伊娜·“JK”·杜蒙·金德兰
Capacitor,电容器
Piranhas,水虎鱼
Seraph,炽天使
Sudden Commandment,突发指令
The Holo Man,全息人
Nuvem SA: Law of the Land,纽文股份有限公司：土地之法
Eminent Domain,土地征用权
The Basalt Spire,玄武岩尖塔
Hearts and Minds,笼络民心
Descent,下降
Hammer,铁锤
Logjam,阻塞
Business As Usual,一切照旧
Isaac Liberdade,伊萨克·利贝尔达德
The Powers That Be,当权者
Ryō "Phoenix" Ōno: Out of the Ashes,大野·“凤凰”·燎：烬中再起
Topan: Ormas Leader,托潘：民间组织领袖
Charm Offensive,魅力攻势
Scrounge,搜集
Shred,速弹
Bling,炫灵
Gourmand,贪食者
Hantu,魑魅魍魉
Rising Tide,暗潮汹涌
Cacophony,喧嚣
Rent Rioters,抗租暴动者
Barry "Baz" Wong: Tri-Maf Veteran,巴里·“巴兹”·王：三和党老江湖
MuslihaT: Multifarious Marketeer,穆斯莉哈特：多面营销专家
Clean Getaway,利落脱身
Lie Low,避风头
Maintenance Access,检修通道
Transfer of Wealth,财富转移
Detente,共济
Maglectric Rapid (748 Mod),磁电迅雷（748式改）
Sang Kancil,百灵鹿
Fransofia Ward,芙兰索菲娅·沃德
Open Market,自由市场
Dewi Subrotoputri: Pedagogical Dhalang,德薇·苏布罗托普特里：教学引戏人
Magdalene Keino-Chemutai: Cryptarchitect,玛格达琳·凯诺-切穆泰：幕后建筑师
Illumination,映照
Ritual,仪式
GAMEDRAGON™ Pro,游龙™ Pro
Madani,承创
Azimat,阿齐玛灵符
Chromatophores,色素细胞
Devadatta Drone,提婆达多雄蜂
Principia,原理
"""Knickknack"" O'Brian",“珍奇阁主”奥布莱恩
Side Hustle,外快
LEO Construction: Labor Solutions,利奥建工：劳工解决方案
Poétrï Luxury Brands: All the Rage,珀依诗奢品：风靡万世
Aggressive Trendsetting,锐创潮流
Project Ingatan,忆存计划
Humanoid Resources,仿生人力资源
Otto Campaign,空蛸营销计划
Bumi 1.0,布米1.0
Scatter Field,散射场
Nanomanagement,纳米级管控
Top-Down Solutions,自顶向下法
Mercia B4LL4RD,梅西娅 B4LL4RD
AU Co.: The Gold Standard in Clones,傲金公司：克隆体的黄金标准
PT Untaian: Life's Building Blocks,丝链有限公司：生命基石
Proprionegation,本体否定
Sericulture Expansion,蚕业扩张
Byte!,0交1
Phật Gioan Baotixita,释·觉安·保谛西塔
Empiricist,经验主义者
Mycoweb,菌丝网
Semak-samun,灌木丛
Peer Review,同行评议
Mitra Aman,友安
Nebula Talent Management: Making Stars,星云人才：制造明星
Synapse Global: Faster than Thought,突触环球：先你所想
Embedded Reporting,卧底报道
Next Big Thing,下一波热潮
Idiosyncresis,特质融合
Public Access Plaza,公共接入广场
Doomscroll,末日刷屏
N-Pot,N-电位器
Bigger Picture,广阔视野
IP Enforcement,知识产权执法
Touch-ups,润色
BANGUN: When Disaster Strikes,邦贡工团：灾害突临之时
The Zwicky Group: Invisible Hands,茨维基集团：无形之手
Greenmail,绿票讹诈
Off the Books,账外业务
Anthill Excavation Contract,蚁丘挖掘合约
Plutus,普路托斯
Biawak,巨蜥
Kessleroid,凯斯勒体
Syailendra,夏连特拉
Key Performance Indicators,关键绩效指标
Measured Response,精准响应
Flyswatter,苍蝇拍
Lamplighter,点灯者
Petty Cash,零用现金
Mahkota Langit Grid,天冕网阵
